word,spearman_corr
feat,0.17705956537887035
lil,0.07615232983119087
scott,0.05819629917886461
travis,0.058070238573503664
drake,0.04796415646596084
21,0.04434665945507204
baby,0.04357469000221603
kendrick,0.04265142627078168
lamar,0.04265142627078168
thug,0.042084602768229354
girls,0.04155630629359
sam,0.038939145918546005
west,0.03785900796358956
ya,0.03772107644353679
young,0.03685656845141994
cardi,0.03661633355273743
larsson,0.0363062908800994
zara,0.0363062908800994
rocky,0.036241205525614335
te,0.035396059598686816
savage,0.03527576182559553
sza,0.035247040683557024
danse,0.03487515619828882
guetta,0.034778654127712916
remastered,0.03462662034807369
durk,0.03444279516396004
idol,0.03403814653471322
goes,0.03398140381984872
ocean,0.033974469266877645
wayne,0.03358681668516868
vol,0.03310554708290656
till,0.03302710978018258
dre,0.03265831537553459
timbaland,0.03258897712632964
maluma,0.03230743425074049
future,0.031997409971133955
pon,0.03188866080935957
dior,0.03181585564769437
symphony,0.031673712236824206
monster,0.031515490076919936
whats,0.0312452445655148
dash,0.031177943755008767
pt,0.031045588723703447
trouble,0.030869283479677025
heroes,0.030650973061051096
minaj,0.03057399389121402
nicki,0.03057399389121402
dog,0.030512296562641178
justin,0.030494921999050555
jimmy,0.030491495087879697
bit,0.030491495087879697
soundtrack,0.030087483244300887
sexy,0.029805113215759137
box,0.029745374314101843
neyo,0.029666106161366064
alibi,0.02938555001306064
popular,0.029375149275679892
offset,0.029326889925265026
ty,0.02928630635995862
ign,0.02928630635995862
boom,0.029173623157789735
wit,0.029028675650200324
bbyclose,0.028966847814018277
words,0.02893322296111116
horse,0.0288828477063247
want,0.028849360056442102
skepta,0.02884817858172222
picture,0.028656150571737808
alors,0.028612428534425367
2016,0.028605494709504874
search,0.0285638917599819
hands,0.028428682174032233
com,0.028269204200860834
beatles,0.028154796089672654
yellow,0.028154349248476523
shine,0.027888234735720684
flex,0.027756101156744158
black,0.02769288714979548
meet,0.027687233348426384
migos,0.027678740332061837
step,0.027655857286865846
hot,0.0276072790090358
money,0.027590249057729374
burning,0.027395639786576907
alesso,0.027281134149690203
williams,0.027173659863422517
paramore,0.027173659863422517
hayley,0.027173659863422517
sia,0.027026168595524626
ties,0.026930975991205173
blake,0.0268096340550965
ladies,0.0268096340550965
chainz,0.0268096340550965
lie,0.026689344608616453
ti,0.026460036725684817
moneybagg,0.026263029757327253
oh,0.02621274957557612
cinderella,0.026185589812251886
drink,0.0261783074409917
yeat,0.026154387600109654
lord,0.026124711421952104
moonlight,0.02608205325552682
doesnt,0.026017832952572074
goosebumps,0.025922206198717556
bad,0.02588952222680069
album,0.02586826290167142
raye,0.025841417791864628
pitbull,0.02582156400392586
iv,0.025734187124484262
bieber,0.025728500722960967
jayz,0.0255300071918312
way,0.025513529948992236
family,0.025478848743576022
freaky,0.02539860068377563
nate,0.025391666858855133
jiggy,0.025322328609650176
twins,0.025322328609650176
akon,0.02530921418682961
johnson,0.02525645727290547
alok,0.02498645414450013
dna,0.02497563736362539
featuring,0.024887368953580406
cat,0.024830027040294984
sorry,0.0246428137674416
freestyle,0.024581123024412503
brown,0.024511071093952185
nayer,0.024468198346293987
counting,0.024468198346293987
demons,0.024448553138707654
legends,0.024438503041762653
gangstas,0.024399563848828923
highway,0.024399563848828923
ridin,0.02438279533292301
cudi,0.024374956966252675
fair,0.02430999017125781
type,0.02430999017125781
nokia,0.024277002246212744
notion,0.024277002246212744
empire,0.024277002246212744
gunplay,0.024277002246212744
jon,0.024277002246212744
drivers,0.024277002246212744
issues,0.024277002246212744
lefty,0.024277002246212744
license,0.024277002246212744
rescue,0.024261453396814337
gimme,0.02418619154047205
rockstar,0.024150512198086404
everlong,0.024100513538445445
poker,0.024100513538445445
pregunt,0.024100513538445445
fallin,0.024100513538445445
maneater,0.024100513538445445
fen,0.024100513538445445
titanium,0.024073422290863504
times,0.024048902610387987
went,0.023918229063249804
hubiera,0.023879902653736323
faint,0.023879902653736323
conocido,0.023879902653736323
guy,0.023879902653736323
raid,0.023879902653736323
rehso,0.023879902653736323
cee,0.023879902653736323
mars,0.023879902653736323
luther,0.023879902653736323
training,0.023869692288806334
pretender,0.02386275846388584
santa,0.023658210628731215
hbo,0.02362987698439932
mean,0.02362987698439932
oopsi,0.02362987698439932
fortunate,0.02362987698439932
kisses,0.02362987698439932
breakin,0.02362007459166849
